EFECTIVO;CXC;INVENTARIO;EQ_OFICINA;EQ_TRANSPORTE;TERRENOS_Y_CONSTRUCCIONES;CXP;CONTRIBUCIONES_X_PAGAR;ANTICIPOS_CTE;CAP_SOCIAL;UTILIDADES_ACUMULADAS;UTILIDAD_O_PERDIDA;TOTAL_VENTAS;TOTAL_COMPRAS;UTILIDAD_BRUTA;TOTAL_GASTOS;OBJETIVO
1004100917;17256515369999900;;9321806706;5363713899;7675904615;;4111840157;1617872853;1932119074;-16787191.86;-306447467;2765205341;6767780177999990;6023740778;12924128.8;1
1191193671;2530428764;1070913253;3154950418;;4922216888;4239652999;9803699976;;1320657317;-13241931.05;-1808412699;;3242698284;2766922403;10255773259999900;1
2310604042;11780394.6;4284943598;6987464958;7785539406;-6366458317000000;16872396.86;1724893541;6415084946;1165833.18;4109658.37;;;11706321.7;23795918.73;23353493.98;1
;;9946502956;6055186778;2613812143;-3019220167;23045590.68;2595430329;2461416341;20502189409999900;1832904111;-934795319;115345405.2;225810888.1;29414822.79;28108483.28;1
1766835055;4442023433999990;9924912557;1591339548;6083947659;5271417317;41761258680000000;;;2094385073;3667953537;-4966486214;42153834.64;35670648.1;;4453091294;1
22497246659999900;33470304.34;2772695703;8580002.57;2603246457;;25011731.3;1412635618;4902369412;59625554729999900;21212214.3;4675251862;224525233.0;85422701.4;45799451.07;;1
5745482294;13260712.74;22040911.79;;9311938363;8111412737000000;32751754.72;533438496;2724476.89;;1244391048;;;31233350.82;14317538.6;16653270.48;1
1484662422;7852777843;;7970553043;3665133597;;6805907309999990;9108164806;;4018537.66;;5254610682;7708572185;3957973566;5953274.12;5750567107999990;1
;18673885.85;;;22623243430000000;-8120290812999990;18970960.2;2975889268;7107641211;4569664101;11556608.75;-2838524404;160708739.8;72244401.99;;16087153.38;1
;;16256855769999900;1290248688;1472481555;23729714280000000;1544336384;8839108988;1261483031;5080051906;2821545439;-7771041376;59483784.03;9900275.01;2418419919;2039133448;1
;828871129;1379898576;3056674009;;8482468762;9615410538;4027438977;160292006;3241162542;-15793116.85;-1082680613;2706142875;2358314934;;3622264208;1
2194299147;12121025.04;23194124.41;;7009716274;8040130227999990;25658047.11;1350215701;2314815776;5192704356000000;2519844094;-17365053280000000;75413169.33;27451778.19;15072896.01;16509173.32;1
2008559217;4062024.52;1500297951;3868868771;6066827320000000;4158520.48;7055920767000000;531509896;8045430706;;-1865840247;8745007192;60393446.31;5038893156;18100550.73;15460824.89;1
2865970833;20900455.43;2737000834;4313402771;;-8830983085;23786865.04;3216713246;2866856124;8950718955;;-1657919842;74889920.85;63089736.58;16932698.94;17061670.84;1
4020115466;41065794.84;1896723846;35165659.38;37161649639999900;-10140722.47;23885073.3;1974802695;5655292.49;;18134775.57;-27398281969999900;;237112067.5;16731706.57;18844034.84;1
7987023387;5760048302999990;3025426102;19722846609999900;10210225329999900;-14053882.37;1577126871;2733149478;8703460789;5859780254;17289213.89;;43243053.33;;2804219318;;1
4863023745;3811211916;4758473586;5527730958;2075784981;;;2074671102;4181762437;4950703373;;1087332913;88176792.34;18393443.36;35235213.17;;1
1810790885;36968830.35;;;1217141104;-2264068776;31944577.1;3741232449;9053509768;3319004526;11483776.37;-1150346915;143906779.2;94834399.05;24622492.36;;1
;8345602624;3722331488;5053724203;8166843429;1091871211;8654713017;;1279435239;;4887516013;-7300957203;32622270.81;43077173.35;18264092.88;;1
3917101658;7702398419;6533538852000000;4823740506;3269492364;3616572335;33504182.05;3589887239;2503600497;8065877561;;-36445461780000000;53683258.33;39414746.76;17983864.34;9770801469;1
5752083392999990;;4588420435;9334244516;;83814291729999900;9506183006000000;;8566761390000000;4266691015;-7917728362000000;-5375674687000000;12951667.73;41903518.04;3142929.29;4194105396;1
5408626238;14831434.4;27083270.7;1128837947;1578471736;5413049993;34417747.44;7945761144;;11873828.93;4423206978;-5536240927999990;50466753.79;104188920.0;15275637.25;18028308.4;1
110028241.2;66037859.22;7535569113;15854263.58;2882003583;-14142595.08;64735235.39;17416094209999900;;17209164.48;;8028349429;;;41013759.66;38175035.61;1
;46142108.92;19158638.34;18587942480000000;;;43288515.16;2960211621;6496656413;16816633290000000;17742024.9;25432341199999900;392319478.3;138031502.5;;54306277.51;1
3857270229;48162744.88;;25549759159999900;24217048419999900;-12199924.39;28350222.36;;5221789118;2479260075;;-2583798705;297347560.2;62158441.67;;23501847.88;1
2585043665;4554973801;1909126635;7779500163;5814387842000000;7231561453;1480772735;46715313519999900;26082583609999900;2855439484;-5649768293;9919110562;5071221553;1826841523;30370163589999900;27416636789999900;1
11293180099999900;4304346573;38347344680000000;613531995;9573911567;3563400.57;10849419.2;6564985347999990;8371663884;17904052380000000;;;16493751.51;22805913.55;13223669.09;;1
1923604544;9030444611;1588130036;;1321620869;9523483468;1836170946;9195151866;6300272168;;-5868190977999990;-1138740.55;;24830008.29;2040207.35;38818256769999900;1
4251504797;71052911.36;80757352.26;7614963909;12566167820000000;7938391022000000;;544365685;5331361182;1624525565;21246980.68;-7580346592999990;319818699.7;597528472.8;53010555.36;40359165.91;1
27653633060000000;64285522360000000;2100835277;6092796745;2489378316;-3844601979;6794408424;;1043046661;;-2479506876;1213026393;199814607.3;6290326219;51622235.29;33428015.42;1
24289631040000000;49444745.91;61822790.69;19336728369999900;;;104704913.4;9837573215;29981737569999900;9330117463;9072370305;-37378683839999900;282849962.7;394231954.1;55052230.96;;1
;;2831873.7;1651176483;10483416159999900;5632640377;9163974344;2279655257;3667606649;1079087977;;;50886975.77;5036750414;6915078695;11338820.39;1
3298492261;;2885410559;1235325041;3558202833;-9048381176;10724420.08;8641562986;1118865156;22093180519999900;6816010874;-2480604734;56473838.15;11799251.16;13872362.35;12228361.01;1
1229812928;8986094.42;1881559937;5426800254;21880145919999900;-4983727.21;16127713.09;3170571135;9083111262;6146754533;13115106.06;-4698322437;82061235.32;84518062.86;39994110930000000;4223010327;0
2032633149;585581783;7279860358;6971382881;3084044858;-7814013436000000;;3992487474;4395817538;4435729198;-3475752059;;20170145.13;6657950137;34189285439999900;1239065892;1
;10799061.66;10734558.34;3613881142;5739525149;4854217049;;;1308529464;;11685022.12;-1453583.64;106823513.3;33132387.14;24346999.25;25664473.26;1
162700595;29323586010000000;4360372119;7545988752;3664162882;8788566176;8636531343;3930094774;3914819938;1539106052;-4482540634;-27771044069999900;13012348.47;;;6141776.82;1
2169151566;20519078380000000;5888041842;;5919903741;-11073087.41;2756823.68;1007207195;6465246357;2645418.43;-3761384865;10027021290000000;22223898.34;10732473.2;15983962.03;10303808.54;1
5986910568;10068858.2;1933970051;;1771235211;1324254513;9258518881000000;2837430604;5458177629999990;4926906578;-38741755439999900;-1855393649;9265628457;27151767.56;7483336682;15969529.71;1
;27269353439999900;1576571781;1752056237;810508.89;1994229656;;;8715272977;32692718789999900;-5506747116;2926857782;16296317.76;48297333.6;20545029.07;21424907.94;1
;3582355771;3537732602;1140057964;5775343669;5312634978999990;;8876176270999990;;;-5084312983;9568054975;37868966.18;2369902671;;8206497292;1
1743743744;34140739280000000;3780100687;6547205293;1400249744;30259054839999900;2166957793;2110711352;5179789797;23436724069999900;6500956442;;33257046.14;6207181136;3801602.49;6517018118;1
6130947089;15376034.55;12046440.93;7931182873;2074204435;3105371639;35744612.69;1978762831;38493282389999900;2285764972;10574167.05;-12092631809999900;222657194.1;47160886.87;23458730.09;16086003.17;1
2691012869;87298657.77;50555363.41;5373630686000000;8503690348;17896487769999900;105850585.6;1128414625;14661577.0;5146171802;21487002.78;-6606991001;;394694482.7;;34892212.6;1
17199071969999900;9561925505;3027316811;1111650824;2707461498;;;5089290169;3128661933;;-62695842870000000;;12895473.0;3047671213;1512893154;1166262372;1
2010558335;5709083113;6059906919;3657671922;4407123727;;10903585.0;9202819304;6075529157;2293533453;;-1299912646;79431899.48;21479695.29;11586430.08;12385130.26;1
35590290.02;24762930.37;17970094.84;;7848616256;-3351215957;;9902146423;12362921.85;11438811.68;3653092598;-3443670755;292227362.1;479682481.1;;28669310.6;1
2903689078;20362386.85;11923663.38;1162514638;1744330104;-2554428488;38369212.32;10349290009999900;5087876133;10142790.43;9256706866;-4706871595;185016444.2;93444577.35;38444871.46;25592861.65;1
1644445462;1267985763;17696405669999900;5188128344;4265860939;5297285817;4086231.21;5996251594;9824793712;8643155248;-1868131322;-2164924679;30326624.77;5363361791;21238471890000000;2156170603;1
237857688;;1378247669;1679842819;2994623412;3781373356;2419861184;1222019445;;19194132719999900;-2977919099;-2235864719;14212550.42;;;8797532898;1
;2754397712;15156001.72;;3806243868;5863749642000000;5121919289;17158977399999900;11119865400000000;9652189069;-5645376471;;;6121573.47;21887991.95;20348746.83;1
1558614931;;;2500670425;9546113433;-6437020621;2847439458;;1037280122;28704415269999900;16570516.24;-8847247021;50526601.53;4046100625;1737571468;2517110836;1
1216430507;3767158588;;2174384022;2159945306;7656845454;17196251.02;5674200272999990;1462758233;1981244482;4764649938;-3888442998;;18206937.83;11162858.35;4415654429;1
;;;100538147;13814350019999900;1873298688;4216640555;7511514017;1610252285;51399237299999900;-40150806289999900;-5157479377;1971808541;1016460286;3015168647;;1
1411842931;2653584944;;3692012719;;6724273083;668426405;1212502399;;5491410234;7804053155;;;;;;1
;4942405669;1496518274;2097442357;;-2654828622;4649238613;2224541787;1072061852;1232260783;-6712202012999990;-31236624289999900;2196760714;27640982.63;3333412208;11581115.06;1
;16598787680000000;8855261103;19076023999999900;9416663332;6729624364;6105085322000000;1911149733;4430084157;14122909.9;;3826388066;;;18764107.01;14280671.73;1
245873288;13303967.81;;1203987478;2488178951;-2248670669;8761079646;1831406272;2721699222;4234687542;9304594389;7124625498;;31842541.46;;21534670.23;1
3682511847;6244792931;4096959393;;5755393454;;4060806838;3177841827;14420452719999900;1132273347;9761351516;-11220029109999900;;6416683501;2654552872;5805033661;1
2921878449;;10550533.72;5606914721;1509602198;;;3279024281;1783368461;17292207380000000;9395398881000000;-4724339094;50697437.33;33662507.77;12389061.6;14694675.75;1
1807893.79;16607485.72;17675522.41;1483082244;1002183939;-2748595059;13724048.9;2122021945;3190745227;4564740975;7899878997;-2172557563;110348848.3;107470865.0;17008738.35;17749484.51;1
5329935833;13165788.7;4490112796;2153990859;1801856175;;22159804.35;;7708476774;3143500263;14667971.91;-472981.3;195579891.4;;;21268019.0;1
2467569594;5516101717999990;1130783027;1100877321;10591348300000000;2088266227;7181702797;26522439140000000;12682966;9984525829;-9836060697999990;1091599226;24831544.65;8396610434;37857570.0;42405551.81;1
4778907152;24340000.39;;15694324.81;3146081642;-8075314182999990;;;2335801195;;4976652438;-1211151703;106080227.6;204203853.6;17725303.27;23570033.58;1
2261768844;;;1409572885;1439505689;-6093707977000000;22392197709999900;7786187856;;2873725997;10040292.73;-1172916836;54210769.52;20345233.18;7593092208;1651247264;1
5541170555;20470710.77;11003986.93;4190249207;2384562087;;;1037654531;1769576251;8419513.78;47722406680000000;6990646429999990;169106761.8;72604486.49;38778334.0;38139162.05;1
;72808806.91;25142987819999900;10280350.08;1583814218;-13756121.0;48462702.52;706255753;3875297441;6511213459;29092177.11;;;111593178.8;50706735.17;;1
3959211674;13410126.23;10731012.65;2438441775;1727315905;1043994.1;;1426030847;8481040931;1639051995;;-3454599973;67250803.61;19186751.6;20255188.77;6449407857999990;0
;9349870186;11977394109999900;1612806134;;2911928503;11655938.54;1675445497;456306844;5113892921;4436890161;-1456302333;74459301.72;;7576647113;10398453.7;1
2631331584;8817163292000000;48868061680000000;4908698449;11005627699999900;;12833555.19;23487516199999900;3007913217;1591851983;1440216135;-1754296155;23177343.29;15415473.74;13653743.85;17463630.13;1
8584321826;48799536.1;11523777.56;5029942088;6974355717;-8757120706;25248755.75;5719924185;3391217723;4316036733;17955469.6;5741779836;420024151.9;261809576.0;35339495.57;40976567.93;1
5280397963;6356613774;;4559931472;1423967299;;16588365.67;1040620748;5914581861;7616306694;-1569696355;-5002294171;26782635.55;44559109.12;;;1
1305608583;4803724454;3301044738;6138153828;6604580222;-32636247180000000;4180223077;1855968648;357110664;4254211701;9125462143;-1800010856;48896353.78;18265996.42;11646291.9;;1
;4937832706;;7434070029;;-7141000201;8898193662;;7145008882;2408643245;6142615158;9710449197;78567184.36;7907736743;17456066.05;15730703.79;1
7753888339;5954493456;5690275433;5292774513;;-5418514.79;30498117569999900;1153816831;3355103892;1701607917;28257771739999900;1177266961;;11820476.92;28366033.09;18477401.81;1
8348902823;7020497958;2427013622;5066799079;;-1039894267;13324083.33;3453313344;28579519110000000;6295962631;3016400895;-1145964928;35979564.29;;;9241927332999990;1
1493816863;17809590.55;56327532.38;4847278955;11679431800000000;8786963375;72082183.89;5566078428;4078517816;6324697012;3058923005;-5911355725;62048433.62;53848462.48;25785634.02;22450460.94;1
;68889443.53;42136210.48;;;2606788423;146050793.3;14698271940000000;17736996.04;27401300.81;;-1590187427;183319566.5;668227314.8;92207061.18;59699875.27;1
1048496151;6070533549;;3829271721;1704563021;7860651262;;5277961363;65499391129999900;46702353889999900;-13506441.13;;18297629.29;8862574808;14888062.88;11763882.02;1
8299562619;5445104321;4426560508;493478703;9449433976;2226660915;5476443932;2408595449;9620854044;2178583815;5835212084;3800663207;86674358.77;6409935276000000;5316519884;10099187.02;1
;1287832424;38676427139999900;;7074704992;7635376503;2829952728;4820514575;1142995709;;-19186266.68;-13626388769999900;8021670765;26216942.46;;2973451231;1
2703361912;;1499199.85;3307353235;2620722536;-10677149.98;14408064.11;2462054836;;;17617715.02;-4123824295;222820165.5;66133198.91;;21601024.65;1
2375439767;7033566631;6539258669;8648659106;;5821092276000000;3575656008;60996263289999900;1323080.44;1255122861;-12804646.59;;9914456236;8300509981000000;1649151358;19771357659999900;1
6232834785;7961106625;2240702883;14259734130000000;;-15180859780000000;8437839848;5794934811;3311688419;6590837449;-3044063758;11202398020000000;84174631.0;12317656.87;9838477412;11723439.63;1
228383378;3020597118;1887778979;1151437861;3792191998;;4159331026;4766366387;2637800335;9256442531;-5741057041;-2416266841;3636123577;8585329348;1640046188;1101205619;1
18121789899999900;2422426028;;3684524793;5282015034;4574138953;5196324965;;2138598241;477695174;-5689787893999990;-1366099485;20073102.22;19931901.96;6751117032000000;9267569706;1
1086779557;;;9452566155;;8414485837000000;36504997939999900;7229772132000000;;14526922759999900;-6920441998;;33860254.16;6784640024;;11467511.84;1
;29039582.6;20400673969999900;33332714.49;23511439930000000;-5047378.72;49503459.48;1296150814;6118518271000000;;15605324.24;;149485380.1;82371685.63;32380286.8;22744071.42;1
7273576291;6752229275;;;1069438189;27122276560000000;1494749.15;1864906059;14708383190000000;52414181110000000;-12435744.84;-1489006532;7084027.21;57555223.25;3674369288;5581556719;1
1472404082;20915711.8;7728644.84;659201376;;4321745687;25506674.32;2160101505;;4929720871;14375164.92;-4046127619;127871390.9;87367086.91;10932470.99;24421022.82;1
1210142685;13818584309999900;;39307606680000000;2346863977;-7130109993;1005881064;60535813460000000;;9350791068;-9437036317;1197734893;54631134.72;21214433.84;20493086.83;17985681.4;1
22476456780000000;4615828357;5948823217;1453489434;6006611789;;27915280919999900;1323916937;;16661024.67;-7184951102000000;;41689925.89;42323582.77;10217311.26;;1
;;10165156290000000;6440366967;1214500549;;;7038211168999990;6891618807999990;;-18432690559999900;3962935273;45528348.41;21387198.54;18435412.25;15305324.82;1
1750488742;2711508591;;1875109971;5139740083;8098972685;;2202122519;2215976433;4273979649;4847152973;-29768901289999900;14172471.2;30909305319999900;3844872688;4944465853;1
549545678;6602329698;447238435;1598349792;3398652732;-7322090685;1259853322;4434386013;3898760051;1118061625;2551014789;2631766673;104803709.0;;9599397888;;1
7674462576;;54542415.68;4821156313;;7457933.04;64758636.93;6613443263;2737076.35;1931151389;12866966.88;-5422116055;213759594.7;568682566.1;33593704.64;43455366.67;1
9069792647;1272485739;887780.03;31351645510000000;1841741542;4166476.56;4594531135;9124370646;9431399253;2635295.33;-14502908.43;2092799392;16759713.99;23428284.37;51509473719999900;8194306631;1
1894778095;296278.08;2856708834;4877653875;3658258955;-55550267870000000;1015047777;1240011221;4298104876;;-2322722852;-1678240625;1941195071;5320246283;1648784355;5626086244;1
1003724128;;3379724424;;7839903177;;19277781.48;1187179783;9808575112;1202295369;11329919.54;-6562534496;;11735206.67;2200235781;3696296999;1
;3825635739;3453740592;2981929167;4123642118;41495371489999900;3441931378;7059741015;6283173163;4572428.96;-6934323347;-1483906054;2130960597;9881358504;7491848061;2129891672;1
2669043998;;5658126056;3506505507;3933245504;-4827784222;;9198459913;2076800872;3604037175;;-8848321106;37546285.52;8828602842;6965480042;5639216442000000;1
3990562441;3231505334;2222636045;58953296729999900;1459652666;-10521482.47;4629651284;2813285444;2876387623;1297597456;;-2514045456;;127606412.3;6270901711;;1
375665321;17162830.75;34594076.57;3021097193;12173414479999900;8312237857999990;61060194.51;1918773784;10781445420000000;16907499109999900;-3469656255;;105889406.7;192884535.4;;41803515.68;1
;8462024417;40128473.52;1615527485;;8483919295;8343758101;9263867147999990;2270120115;6914273605;-7289617156;-1077425392;77583932.78;26985238.54;10924882.8;83031074629999900;1
;76419018.75;17234648.28;13998503.73;;-6052943336;80475691.65;1233916956;9917943395;6459607667;;-1146867128;396034659.0;485864737.9;70124947.35;44135470.47;1
5235249335;4275608805;19079737.26;1888255171;6664062241;;16239297.62;1696839544;1591409.57;;-3929851.93;-3951763455;51561914.39;80935453.29;9182748846;12134273.64;1
758540677;1307032998;1244226372;427544315;;;1065374.75;4338192477;;29658762369999900;;-1742341195;20458396469999900;2592373042;3685106416;;1
33476351969999900;1814460438;9401243028;14572879440000000;3814967289;;;;6256102747999990;1884812529;-2501140824;-17850503119999900;14717549.12;;;7516866186000000;1
28559960280000000;5558500195;2131834683;296882632;6165200776;6439213147000000;8539434432;8315480716;;4263096573;;-38452929269999900;;;4951423848999990;10091692.69;1
8645107899;;1018979.61;9725843531;5709727565;-1179864998;23757872169999900;5874292497000000;6573863178;7866968.45;;;19083098.35;10601369.47;24688002.96;;1
4512477.26;8633992819;1264079188;7248392865;2799126914;-11734633.78;13560429.14;1112709157;10334210.58;2841775113;12019523.68;;177647370.0;37541279.34;7917012982999990;5097893874;1
1032211935;7325205638;9852235542;17772830980000000;2830729544;-909755132;2433051591;566021668;;9717820617;;-2184218261;7975064754;;1555594791;1098854663;1
;36634935.65;63986108.31;2410050.1;3258195512;7821386146000000;;2502427002;2089271176;19886772780000000;9478747852;-2005148.04;389345120.1;;65497001.64;52989013.0;1
3037398846;940008439;4763421002;2035114347;2357578638;9461885413;1457597879;3452732612;;;-11976523.11;-2266778807;19816290790000000;32525482.62;33455641610000000;5372296485;1
4578322521;36734596.04;38066626.06;7892179129;;7558529352999990;84815311.03;7701203884;3248875.24;7218021802999990;7796360022000000;-4421339.93;111342554.0;;39031968.38;31037813.45;1
3624850341;2666825176;1516035.35;1054845663;2358872859;-2657074932;6445053741;;9519374472;6331008665;-5208778005;1032926392;69901964.79;;10071306.56;16543035.75;1
9512185751;24147987709999900;;;2349803169;-15298775.17;6343789399;27593193730000000;3912876365;39710549159999900;11674587.6;8500998241;36068270.08;;;1248578879;1
2981421479;15141184.74;21047895.52;5152628185;;3256868248;22298566.79;5550431226;1323639643;15800766.9;-5924914312999990;-1592559595;48352538.18;206954366.2;22417274.93;34879918.14;1
1366512001;;;12415806300000000;9704848226;4885771962;1724437071;1239150897;;3198578084;-21293185.62;6113688296;5409617971;5839751788;;7486732742;1
9202504824;2582138.42;4841907467;2688658761;3070153907;3398478555;3492999153;5436128829;7025590292000000;;2586393261;-6693383069;18245072.55;6251931012999990;6673544041;9822767506000000;1
6075816909;46273161.12;9282772665;35176403.02;2184187168;29332118310000000;85677153.6;7673443248;6772330172;8332852521;17770492.42;-6045091052;193943112.6;226668092.5;22609140.81;21254554.06;1
693214.98;4104734159;10554435520000000;5605185054;1110360283;;11574495.39;1254341796;383591651;4579233165;;3187214532;35038051.53;49581155.68;21747250.76;20523628.23;1
4129719.62;7517806851;34852432139999900;;1622999246;-12661851.39;1985988.82;3424940744;3051014534;1568043799;;;155044116.6;29048678.83;7959916.79;8040755932999990;1
8084183546;;647458299;1667740.14;;-14461331.21;9006000463;3634100916;6270843025;18700545980000000;15603115.32;-9038254053;119595598.6;;;8718133946;1
1083160416;;3351914982;2005649596;5960074898;5440008005;;357122555;4446551757;1311729885;1101136031;-6141409262;18839002.41;31588990.24;3247122766;1947034735;1
6236841344;3992650404;35317383700000000;8187387714;7812219741000000;4602606685;8748565106;64709632860000000;466701861;;-2687981327;-6285328611;10870554.37;;19083851909999900;2503527383;1
8145827067;10067087.81;9010857641;6541497121;11299521570000000;11669552920000000;16288618.47;456453045;2218019884;20758439740000000;10462107.49;-724887.51;137000975.2;26008092.56;18991653.86;14396475.39;1
;1453919061;1706186969;1093662263;4545929423;6966595.84;2548897971;1106750522;1058634478;12616627659999900;;;5760074583;35841956489999900;2118141655;5467238376;1
1198262326;4116346998;3219707189;41676071189999900;296769183;2700063982;;1758175463;9899342635;1896777624;-29051372589999900;6727790884;41702127819999900;1265118509;1179174701;2712353.33;1
;26732231.51;4759416364;6461316.81;7722876147;-4549396476;;;1870127965;15171391269999900;7037620.2;;36937807.83;108864510.1;15404730.98;28404932.69;1
;95006666.48;21351245.05;58437863.46;3761897115;-12283325.58;106304572.7;11705851.34;;8411745964;32554259.39;-6650915084;403856341.2;1724997151.0;34700283.73;;1
6172227368;4485588568;;1369323936;9821785752;2601699278;;;1653353043;1083208163;-9868133885;-2228607034;37220354.35;27066169.54;21673832.32;10181706.44;1
3115963043;32053182.58;49628476.79;7299966629;1084689092;5236347967;101291354.0;5716853126;;20805709.72;5360787562;-2395989028;228260273.1;109385278.5;;22459645.86;1
2065268218;1465782583;;30753436680000000;;5578866106000000;469795014;1313108537;9112569469;;-6282746455;-1237666178;2310289819;3282395683;1299192.54;1622022562;1
6861993316;5299369424;5301621537;1503598793;;4763649887;;579113855;24701983109999900;3440899595;1871507699;-4955490.5;;25902750.15;;63080342020000000;1
2788433697;6862098.94;2745310798;7417569907;4526405519;-1845708218;;2156766733;7331694422;;7422552771000000;-7045602903;;12435562.01;4120191834;9227657945;1
2570111098;2058820822;1700738242;9154378097;14887973280000000;-9065200223;33140560319999900;3582393037;4274305041;6152225102;-7875574426;;17177941.46;;16340943.56;10113006.23;1
43677960060000000;13816239340000000;5039616367;272601928;17204199080000000;7738071781;7801413739;;2542585022;6445227919;-1157610342;-1689027408;17616074.88;;4457820211;5064369.4;1
18999765.92;89437613.6;;88183759.05;4263127355;;48234052.36;9315725296;11799149.88;7760448284;34543588.46;;330336085.8;295392588.9;32156852.93;;1
1956746296;7893439.24;;1868092395;7247964613;5372156954;9851646335;4485253954;9810858377;;4470939459;-1382573967;62379351.14;21065672.1;;11603132.82;1
3188498716;13407678.01;1133131246;;2055988.09;-12077111.91;;7318768035;7411849217999990;18963855180000000;15091763.25;-7327428583;;;15590095.19;7106519123;1
2159291645;1073553993;4413979192;;;2464809543;3255144284;1181833697;1193682993;8355634046;-14982362.39;-3844822645;14198435380000000;64700672.01;1684908709;8177485646000000;1
1952270814;10848720.83;3370816939;;5306427135;-9359791.63;15645341.41;;9902635718;2840203957;;-6751097402000000;;40661028.56;21783781.2;20493294.31;1
2580259788;25445138.85;1170359219;2722942298;212390985;-7117507765;9957515836000000;5055952999;9855648776;9183200682;23376876.75;-2505056476;85952741.88;10655374.85;6566575.97;10022713.79;0
1480311968;45336132.23;6674706572000000;37268355289999900;3254283941;-8702013935;41136129.77;2647131804;4085847.06;5161459361;19801123.9;;;852757328.2;21472605.47;22809145.24;0
15661091430000000;;9966573796;11259904540000000;32618177539999900;-4830201162;;2967672209;5449434527;2962060.88;5545266804;1619133775;;168578371.4;35050727.83;35922277.62;1
5831472926;1173017081;;;;8078316449;1760265254;2823005579;9652640716;3965726744;-25757827180000000;8387243172;59731389.98;5743501198;9666202607;10452815.96;1
3171192644;112716465.5;81299602.27;5099781.58;7938185371;3033222.61;164038311.9;3047832912;5796427113;5963296721;26592570.22;-6510135466;383418961.4;1116459333.0;80696317.17;75104194.67;1
125962273;5679548957;5959318613;2430902366;3864440778;7306944045;11565873.25;3027677432;1321236632;4189030848;-5556363136;-4811361946;35895015.6;14686793.48;12291112.1;20325056.08;1
;7728877385;4751217433;;5795359777;1624327284;20045388.94;1398218532;;2093045744;-1424119531;-22810859390000000;;45384609.08;13408066.34;;1
4262719674;;;;3234167941;7999642128;;1198607923;2257174582;1063217828;2203134981;-4289017428;209030717.2;226967636.6;17693464.22;20814045.58;1
2629198761;47409331.21;53328136.99;;6737022688;;;23082460100000000;6616044187;11475353429999900;;-22006299390000000;368619776.8;68555083.86;64379511.31;53156096.75;1
4345561597;2950982895;1841261017;7104428956;18124199300000000;7713732612000000;13043353.63;;13328131909999900;1098097.74;9411180174;-4702246483;13428786.26;9149082875;2602741179;3276845713;1
38696976580000000;18297373.11;1025380.45;35531063.43;;-9172810233;32837851.61;1812586783;5532444239;16912544600000000;5622535.18;-6572471007999990;73412741.18;;;8887555137;0
5075479731;2012648.18;1181056501;1769854722;1186235002;6020966602000000;3203946115;56548329320000000;2262541768;;-7905154.75;-33187648239999900;;13398879.17;4830379365;4322880705;1
2066060739;16918041.44;7836196551;8505619001;;-11311072.86;6073525211;5180188578;4410405102;;13511661.64;-4323216665;96246125.64;45846319.27;8081241057999990;9257989349;1
2960337202;46133115.99;36803038.71;3304789095;1484741439;1465488414;52333788.74;1840292824;;1114030064;28038317.81;-8587257647;134723463.6;303373777.8;12244916.56;11766159.85;1
5305481074;3116170673;7088140872;4468797399;4838420333;6073545288;9904343769;1577506457;1030505157;;-20124711730000000;-2199238653;40207712.66;14098670.94;27515927410000000;7860433025;1
2345873365;4326929998;1112174219;2399853058;;;9676941046;1257004737;4202373094;6864060308;-3506870086;-1212933643;23898983.96;15438121.49;;10092604.77;1
1201653402;;28277597.01;;8353151761;5318874166;54196587.48;9048742193;1344593731;3092854159;11216678.65;-2543107264;;;36416460.65;41883802.02;1
1963919467;;6674695482999990;3627529372;;7680658453;10147167.01;1853670243;2781422656;4080372492;-8804854.52;-5038060981;15219026.45;13315503.39;13459148.54;16580294.57;1
4749904817;7928241581;4961713261;;8559609547;-790392109;9708063703;4250227694;2118602395;1474072457;;-2389950281;65836959.97;48490437.06;;10190681.09;0
2297474309;5513581856;;4124516683;5263737524;-44568467360000000;4401939349;5348034966;1766723904;1709405332;-4275136956;-4305334454;6102558.24;8457382422;16457722959999900;26690789930000000;1
1282278566;4079573564;28706322.39;1456630045;1081832091;;22993731.27;2477973141;;3761837106;2706442086;-4482667.28;106882944.6;31975643.49;7328962812999990;;1
2815977728;24082169.12;8905915286;7891644079999990;9286021705;-7026689356000000;;4473663238;3795206373;3051273042;14086643.91;-2736201287;147494911.2;;18574290.66;18416425.16;1
9384857435;3033227.12;1922335.22;1479894371;7793712301;;5153864526000000;;9268709348;9128716084;2250314853;-33705003039999900;16959864.94;3556398986;9908515825;2269100732;1
;19490501.6;;15919776630000000;2156670389;-13883722.77;6383295367000000;546331323;3345351.62;6054271509;24460580.6;;126156856.3;35308740.58;14170025.88;;1
2654371877;251372672;;5997029405;5458674743;7840685249;6835554194;61817269660000000;9544270411;9181386162000000;-9109989.46;-2153036545;12655023.55;17833138.1;3690571311;;1
7082584416;;7137553754;;;4176376603;8149951826;2885340421;;8188073007999990;-6628575116;-7763614555;25093437.69;41003868.91;12383569.74;14062719.66;1
;;15123743.73;;1613204545;;31332979.27;3080869847;2287631.12;;-2623240902;-4342640587;45928558.71;;33005275.07;;1
;6459874887999990;11328424.47;;9659231925;1583953828;8088061569;4629600622;37747340089999900;10177399.25;614073799;-29422191739999900;63725033.14;58613129.37;3242581028;;1
